id,text,cat_val
480,"This has to be challeged 
Big pharma does not claim this for the jab.
It is a  monster lie by an unelected political scientist designed to lead to vaccination passports.
The country sleeps on. https://t.co/jM0TaTtszV",M
481,"@Romanticofilos @Reuters Some people will get vaccinated, then have a heart attack ... along with many unvaccinated heart attack victims.",R
482,"Who told you you could leave your house? Who gave you permission to go to a store? What gives you the right to infringe on mentally healthy people? 
Shame on you. You should stay at home isolated, until your vaccination is ready for you. You are a danger to us all. https://t.co/a009t3e1Rk",M
483,"so we're expecting an election, several people were punting Sep 2021... can't help noticing Scotty jumped remote Qld but maybe first vaccination round done by October 2021. Most of Oz will still be unvaccinated. This has to be deliberate. QAnon policy. #ScottytheQueueJumper",G
484,"Joe Biden's Policies Result in 250,000 + Child Rapes in 2021 - 100+ Vaxxed People Catch Covid https://t.co/ki2Zr3qVxw via @BitChute",G
485,"I am surprised Keith Ellison says “Ppl are free not to be vaxxed “, could you please elaborate this point? Will you commit that the state of MN will *not* do a vaccine passport like New York did? I hope these words stand https://t.co/CWcG2wFRed",M
486,"#InformedConsent for any #CovidVaccine is our right, don't be forced or coerced into taking a vaccine that may not be safe, that has skipped animal trials, be aware that people in authority lie, don't blindly &amp; without question trust any of them 

https://t.co/vJI87rR1jf https://t.co/MR88J2D8RU",R
487,"#InformedConsent for any #CovidVaccine is our right, don't be forced or coerced into taking a vaccine that may not be safe, that has skipped animal trials, be aware that people in authority lie, don't blindly &amp; without question trust any of them 

https://t.co/vJI87rR1jf https://t.co/MR88J2D8RU",M
488,"Going to start a country called the Unvaccinated States of America. 

You will only need a regular passport to travel there. 

#NoCovidPassport #USA",M
489,"@RyanHampton I dont think its dumb at all to tie re-openings to vaccines. I'm all for people being able to do whatever they want w/ their own body, but this is a communicable disease. No one has the  freedom to infect others bc they are unvaccinated and aren't taking reasonable precautions",M
490,"@CMackechnie @PoliticsForAlI @Telegraph All the vaxxed will be dependent on “boosters”, behave or no booster, wrong thought, no booster.",R
491,@Jord_45 Please vaccinate every one in your family ASAP!! Depopulation looks good for your whole bloodline!!!,G
492,@welosthim @LekkaMercedez @theage @stephenjduckett Maybe this is the point of it.  Remember who wants global depopulation.,G
493,"@old_town_toad_ @Halycon_51 I am just waiting for the suggestion (and I truly hope nobody ever has the audacity to think it, nevermind suggest it) that unvaccinated people maybe all live together in a designated area.
If this is suggested, it will be a brand new low.",G
494,"@old_town_toad_ @Halycon_51 I am just waiting for the suggestion (and I truly hope nobody ever has the audacity to think it, nevermind suggest it) that unvaccinated people maybe all live together in a designated area.
If this is suggested, it will be a brand new low.",M
495,@K9Kikat @business Bill gates is one of the most evil people in the world.      Responsible for thousands of deaths in Africa testing experimental vaccines under his world depopulation mandate in his foundation,G
496,All as planned by the Bill Gates eugenics depopulation vaccine. https://t.co/plSAvwoUAq,G
497,Political breakup or global depopulation https://t.co/vDEZhUUMX4,G
498,"@mcmurrayman @Reuters In an unvaccinated population people get blood clots. So no surprise they also show up amongst the vaccinated, in less numbers, not more. Pfizer jab has higher numbers on blood clots, but not an issue?",R
499,FOUR potential problems with the COVID VACCINE? https://t.co/pPBaRlmU64 via @YouTube #MyBodyMyChoice,M
500,"Now we have data we can ask hard questions. As posted below we see that AFTER British living in care homes have been vaxxed, covid mortality rates are spiking. Why? We entrust our lives to govt &amp; Big Pharma &amp; the result is what many experts have warned us about &amp; no one listened https://t.co/krfFsYzkkO",G
501,"Now we have data we can ask hard questions. As posted below we see that AFTER British living in care homes have been vaxxed, covid mortality rates are spiking. Why? We entrust our lives to govt &amp; Big Pharma &amp; the result is what many experts have warned us about &amp; no one listened https://t.co/krfFsYzkkO",R
502,"Tie reopening to vaccination status...

If they're opening, then what's the carrot going to be ... people will then go out and enjoys these freedoms [without getting vaxxed first]. https://t.co/x6JtbBRaxl",M
503,@rdbenton @sportslarryknbr Especially since they decided to only allow vaxxed people,M
504,@TheMindsculpter Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN,G
505,@TheMindsculpter Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN,M
506,Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/rjNEQkVDdy,M
507,Israel's dilemma: Can the unvaccinated return to workplaces? https://t.co/JeCuxOjgh6,M
508,"@nourse_will @LegendaryEnergy Mass depopulation is one possible reason, also causing infertility. They think there are too many people on the planet.",G
509,"@nourse_will @LegendaryEnergy Mass depopulation is one possible reason, also causing infertility. They think there are too many people on the planet.",R
510,"@jellen805 Perpetuating the fear COVID narrative is beneficial to Biden in several ways:
1) Allows him to keep a low profile &amp; not interact with people outside of WH
2) Allows him to guilt trip us &amp; it's our fault for spikes, when it is the unvaccinated illegals he is dispersing around US",G
511,"Vaccination of Fear, Depopulation? – Economic Update | Greg Hunter’s USAWatchdog https://t.co/ChGBWk8mKL via @usawatchdog",G
512,"It’s going to be a global depopulating.. starting with poor nation and over 65 in western countries.. 
only way to ring, in the Great Reset https://t.co/pcz5MUnQkv",G
513,"@JohnKer93014708 @davidkurten Depopulation and to control you new world order,  haven't you heard? It has all been very corrupt but then I am only a conspiracy theorist, so I am told, but I have my eyes wide open. I came to this shocking conclusion last year but so many are asleep.",G
514,Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN https://t.co/q6ui4yzJ0f,G
515,@LBilderberg @Dr_Drekkle Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN,G
516,@BeObtuse @ConceptualJames Only yesterday I read about a patient being taken off the transplant list for being unvaccinated.  I'm not shocked by this story.,M
517,"@lorrain00414525 @MrGoose59899263 Right, so I'm never being 'vaxxed' never carrying papers to satisfy psychopaths who'll always want just one more vax, because I'm free and that still means something to me anyway.  I'm not someone else's property  https://t.co/fYLqtahs23",M
518,❌Extremely Important ❌ #NoVaccinePassports #NoVaccine https://t.co/7NV7UhAJwx,M
519,"So to be clear you will need proof of a negative test, antibodies or a Vax  to get into big sporting events ?

Seeing as they’ve said the Vax doesn’t stop you catching or spreading it,surely the vaxxed are putting the people with the  negative tests in danger ? #CovidPassports",R
520,"So to be clear you will need proof of a negative test, antibodies or a Vax  to get into big sporting events ?

Seeing as they’ve said the Vax doesn’t stop you catching or spreading it,surely the vaxxed are putting the people with the  negative tests in danger ? #CovidPassports",M
521,"Screeeeeeenshot.
These are the people educating your kids. They see them as disease carriers.
#marxism kills the spirit and soul.
#abpoli https://t.co/jrKHpUosxj",G
522,"Speechless seriously
#arrestbillgates https://t.co/zKeSB6Bf7v",G
523,"All through the virus, no need sign in at supermarkets, even with no vaccinated population. Now 50% plus vaxxed, they suggest passports for fun, leisure and hospitality. It's never been about a virus. It has always been about control.",G
524,"All through the virus, no need sign in at supermarkets, even with no vaccinated population. Now 50% plus vaxxed, they suggest passports for fun, leisure and hospitality. It's never been about a virus. It has always been about control.",M
525,"I’m not antivaccine, I am pro-onehealth and anti-“stick your head in the sand/think you can live in a bubble” https://t.co/abFKPONYb9",M
526,"@SinESinead2 @Allycon3 This one is easy. The vaccine is at still in ‘clinical trials phase’ which makes it illegal to use on humans.... unless we are in a public health emergency. If the coronavirus act was dropped, the vaccine rollout would need to stop immediately. Try explaining that to the vaxxed.",G
527,"@SinESinead2 @Allycon3 This one is easy. The vaccine is at still in ‘clinical trials phase’ which makes it illegal to use on humans.... unless we are in a public health emergency. If the coronavirus act was dropped, the vaccine rollout would need to stop immediately. Try explaining that to the vaxxed.",M
528,@adrianwallis_uk @nickelsgb @EssexPR Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN,G
529,@adrianwallis_uk @nickelsgb @EssexPR Very suspicious if true. I'm thinking they KNOW they have vaxxed millions now. They know those people will start dying like flies. They know they can blame it on some powerful mysterious variant...... LOCKDOWN AGAIN,R
530,@superhip83 @MoriartyProfJ3 @BorisJohnson So potentially the vaxxed will not be covered by elements of  travel insurance either? 🤔,M
531,"@SkyNews I thought we were on Cbeebies there for a minute. We had a kidult both lecturing us &amp; contradicting herself. 

First the vulnerable were the unvaccinated then they were the people already vaccinated then ""we should eradicate Covid at community level."" 

Stupid or just naive?",M
532,"While the Tories ride roughshod over our most fundamental rights the neolib left at @novaramedia and @guardian prattle &amp; pontificate about idpol garbage, leaving vaccine passes unmentioned. The mainstream left has shown itself to be a fucking fraud. https://t.co/eO9Ql3loYt",M
